siteID,runID,year,genus,species,degday_death,drought_death,shade_death,perm_death,flood_death,nutrient_death,fire_death,harv_death,wind_death,mean_diam,total_biomC,total_biomC_sd
632,2,65,Salix,SALIscou,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,70,Alnus,ALNUsinu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,70,Alnus,ALNUtenu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,70,Betula,BETUneoa,0.00000,0.779713E-01,0.330847E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.888047,0.111056,0.643872
632,2,70,Larix,LARIlari,0.00000,0.00000,0.774190E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.18701,0.774190E-01,0.297518
632,2,70,Picea,PICEglau,0.00000,0.377102,0.242564E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.23220,0.401358,0.859446
632,2,70,Picea,PICEmari,0.00000,0.523999,0.210647,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.31755,0.734647,0.783210
632,2,70,Populus,POPUbals,0.00000,0.00000,0.547320E-03,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.798323E-01,0.547320E-03,0.511802E-02
632,2,70,Populus,POPUtrem,0.00000,0.00000,0.314532E-02,0.00000,0.00000,0.260935,0.00000,0.00000,0.00000,1.64904,0.264080,1.17320
632,2,70,Salix,SALIscou,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,75,Alnus,ALNUsinu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,75,Alnus,ALNUtenu,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,75,Betula,BETUneoa,0.00000,0.00000,0.163938,0.00000,0.00000,0.133905,0.00000,0.00000,0.00000,1.77566,0.297843,1.17059
632,2,75,Larix,LARIlari,0.00000,0.00000,0.964393E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.26261,0.964393E-01,0.369089
632,2,75,Picea,PICEglau,0.00000,0.00000,0.958412E-01,0.00000,0.00000,0.427538,0.00000,0.00000,0.00000,5.15167,0.523379,0.968090
632,2,75,Picea,PICEmari,0.00000,0.00000,0.747971,0.00000,0.00000,0.113079,0.00000,0.00000,0.00000,6.89633,0.861050,0.998992
