siteID,runID,year,genus,species,0 to 5,5 to 10,10 to 20,20 to 30,30 to 40,40 to 50,50 to 60,60 to 70,70 to 80,80 to 90,over 90,0 to 5 biom,5 to 10 biom,10 to 20 biom,20 to 30 biom,30 to 40 biom,40 to 50 biom,50 to 60 biom,60 to 70 biom,70 to 80 biom,80 to 90 biom,over 90 biom,degday_resp,drought_resp,shade_resp,perm_resp,flood_resp,nutrient_resp,max_diam,mean_diam,mean_age,max_hgt,leaf_area_ind,basal_area,basal_sd,total_biomC,total_biomC_sd,biomC_lg,biomC_std_lg,biomC_sm,biomC_std_sm,basal_lg,basal_std_lg,basal_sm,basal_std_sm,dens_lg,dens_std_lg,dens_sm,dens_std_sm,dbh_lg,dbh_std_lg,dbh_sm,dbh_std_sm
632,2,15,Larix,LARIlari,545.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.349598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.650335,1.00000,0.994411,0.444865,3.74162,2.53431,15.0000,6.14501,0.168701,0.311112,0.707351E-01,0.349598,0.838750E-01,0.00000,0.00000,0.349598,0.838750E-01,0.00000,0.00000,0.311112,0.707351E-01,0.00000,0.00000,545.600,102.573,0.00000,0.00000,2.53431,0.179028
632,2,15,Picea,PICEglau,665.200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.328918,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.872394,1.00000,0.990902,0.401105,3.77227,2.58780,15.0000,6.09151,0.193183,0.389988,0.740364E-01,0.328918,0.666978E-01,0.00000,0.00000,0.328918,0.666978E-01,0.00000,0.00000,0.389988,0.740364E-01,0.00000,0.00000,665.200,102.241,0.00000,0.00000,2.58780,0.154155
632,2,15,Picea,PICEmari,949.200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.516522,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.887567,1.00000,0.996334,0.444865,3.97242,2.75535,15.0000,5.73780,0.303642,0.627810,0.105265,0.516522,0.913148E-01,0.00000,0.00000,0.516522,0.913148E-01,0.00000,0.00000,0.627810,0.105265,0.00000,0.00000,949.200,131.384,0.00000,0.00000,2.75535,0.136827
632,2,15,Populus,POPUbals,101.700,224.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.109909,0.725696,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.919643,1.00000,0.981719,0.358345,7.20863,5.72421,15.0000,7.94819,0.342323,0.868245,0.216296,0.835605,0.216620,0.00000,0.00000,0.835605,0.216620,0.00000,0.00000,0.868245,0.216296,0.00000,0.00000,326.200,80.5607,0.00000,0.00000,5.72421,0.353074
632,2,15,Populus,POPUtrem,620.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.541153,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.888248,1.00000,0.981719,0.358345,4.52856,3.30374,15.0000,8.04621,0.217386,0.572584,0.103264,0.541153,0.105549,0.00000,0.00000,0.541153,0.105549,0.00000,0.00000,0.572584,0.103264,0.00000,0.00000,620.600,102.038,0.00000,0.00000,3.30374,0.168294
632,2,15,Salix,SALIscou,275.100,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.850472E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.143290,1.00000,0.996334,0.444865,3.62221,2.23560,15.0000,2.73017,0.106211,0.147312,0.552269E-01,0.850472E-01,0.318251E-01,0.00000,0.00000,0.850472E-01,0.318251E-01,0.00000,0.00000,0.147312,0.552269E-01,0.00000,0.00000,275.100,74.5775,0.00000,0.00000,2.23560,0.417679
632,2,20,Alnus,ALNUsinu,120.500,11.7000,118.600,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.305543E-01,0.651984E-01,1.93859,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.592386,1.00000,1.00000,1.00000,12.8290,7.18448,20.0000,7.22130,0.849409,1.60761,0.602027,2.03434,0.765521,1.96623,0.762532,0.681147E-01,0.590802E-01,1.54414,0.599120,0.634732E-01,0.539702E-01,121.700,47.6494,129.100,49.0635,12.5739,1.30048,1.98746,0.689302
632,2,20,Alnus,ALNUtenu,456.900,54.9000,458.300,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.116174,0.314294,6.04881,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.837676,1.00000,0.574574,1.00000,1.00000,1.00000,11.6810,6.70277,20.0000,6.98587,2.81926,5.24601,1.06897,6.47928,1.33741,6.20072,1.37519,0.278564,0.149930,4.98642,1.10483,0.259589,0.137756,475.800,104.887,494.300,94.3078,11.5415,0.101805,2.04566,0.485493
632,2,20,Betula,BETUneoa,342.200,178.700,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.336840,0.589604,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.742107,1.00000,1.00000,0.919839,5.87655,4.13615,19.1554,7.63435,0.299723,0.778369,0.169204,0.926444,0.220128,0.00000,0.00000,0.926444,0.220128,0.00000,0.00000,0.778369,0.169204,0.00000,0.00000,520.900,96.2471,0.00000,0.00000,4.13615,0.324247
632,2,20,Larix,LARIlari,461.500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.527992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.664591,1.00000,1.00000,0.925876,4.69557,3.16866,19.6928,7.26451,0.218680,0.415218,0.997902E-01,0.527992,0.134218,0.00000,0.00000,0.527992,0.134218,0.00000,0.00000,0.415218,0.997902E-01,0.00000,0.00000,461.500,92.1421,0.00000,0.00000,3.16866,0.247198
632,2,20,Picea,PICEglau,582.200,11.6000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.599491,0.261444E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.906712,1.00000,1.00000,0.925043,4.87335,3.56034,19.8413,7.37465,0.306456,0.637751,0.125889,0.625635,0.131979,0.00000,0.00000,0.625635,0.131979,0.00000,0.00000,0.637751,0.125889,0.00000,0.00000,593.800,99.3119,0.00000,0.00000,3.56034,0.190360
