siteID,runID,year,odepth,odepth_sd,mdepth,moss_biom,active,OM,OM_N,flit_cornus,flit_acerfrax,flit_prunus,flit_betula,flit_queralba,flit_tsugthuj,flit_populus,flit_fagus,flit_querrubr,flit_abies,flit_picea,flit_pinus,flit_roots,flit_smboles,flit_lboles,flit_twigs,flit_smbranch,flit_lbranch,flit_WDW,flit_moss,lit_cornus,lit_acerfrax,lit_prunus,lit_betula,lit_queralba,lit_tsugthuj,lit_populus,lit_fagus,lit_querrubr,lit_abies,lit_picea,lit_pinus,lit_roots,lit_smboles,lit_lboles,lit_twigs,lit_smbranch,lit_lbranch,lit_WDW,lit_moss,avail_n
632,2,200,23.1049,6.02527,0.842301E-01,151.614,105.640,73.6499,1.22502,0.00000,0.00000,0.00000,0.588010E-01,0.00000,0.00000,0.732296E-01,0.00000,0.00000,0.00000,23.0282,0.509109,22.8796,0.978401,33.0359,3.68214,6.03763,17.1653,4.82736,1.27562,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,51.6599
291,1,0,9.22131,NaN,0.555556E-02,10.0000,148.816,50.9938,0.407951,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,37.8676,40.8129,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,45.0728
291,1,5,9.99723,0.395036E-01,0.755593E-02,13.6007,109.656,44.8838,0.359070,0.00000,0.00000,0.00000,11.6935,0.00000,0.00000,2.67882,0.00000,0.00000,0.00000,0.357349,0.630604,3.37749,23.6305,35.0473,0.401689,0.658652,1.87258,0.00000,0.126942E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.6488
291,1,10,11.1109,0.791934E-01,0.669639E-02,12.0535,112.045,42.3035,0.346852,0.00000,0.00000,0.00000,22.8318,0.00000,0.00000,3.77088,0.00000,0.00000,0.00000,0.534541,0.997086,8.69290,17.5434,30.0962,1.11088,1.82152,5.17866,0.00000,0.240525E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24.6324
291,1,15,12.2840,0.132657,0.754452E-02,13.5801,110.185,45.2912,0.467985,0.00000,0.00000,0.00000,27.7510,0.00000,0.00000,2.85435,0.00000,0.00000,0.00000,0.583845,1.10344,12.9751,8.27861,25.8447,1.88564,3.09190,8.79041,10.5875,0.285471E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.4608
291,1,20,13.5986,0.169637,0.950371E-02,17.1067,112.009,51.0138,0.654387,0.00000,0.00000,0.00000,28.3669,0.00000,0.00000,2.53166,0.00000,0.00000,0.00000,0.715326,1.30311,14.5332,8.41070,24.6867,2.46888,4.04823,11.5093,9.30919,0.327544E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,36.3804
291,1,25,15.6998,0.208705,0.126876E-01,22.8376,101.023,62.2356,0.953783,0.00000,0.00000,0.00000,25.4723,0.00000,0.00000,2.97173,0.00000,0.00000,0.00000,1.07725,1.70837,14.5463,4.81413,27.2504,2.65832,4.35886,12.3924,3.08035,0.439488E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,44.8107
291,1,30,16.7479,0.304740,0.112619E-01,20.2714,103.405,66.3362,1.09252,0.00000,0.00000,0.00000,21.0302,0.00000,0.00000,4.51345,0.00000,0.00000,0.00000,2.18978,2.29040,13.5722,3.13537,29.6317,2.63610,4.32243,12.2889,4.23835,0.604139E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,49.9216
291,1,35,17.9288,0.354856,0.159363E-01,28.6853,103.395,69.2264,1.18742,0.00000,0.00000,0.00000,17.4190,0.00000,0.00000,6.27800,0.00000,0.00000,0.00000,3.80081,3.07802,14.1601,3.39407,32.0475,2.62221,4.29966,12.2241,3.26542,0.737564E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,50.7258
291,1,40,18.5001,0.407559,0.162113E-01,29.1803,100.799,72.2853,1.28422,0.00000,0.00000,0.00000,11.9293,0.00000,0.00000,6.61500,0.00000,0.00000,0.00000,5.11032,3.41525,12.9431,3.23987,22.2805,2.42164,3.97078,11.2891,14.1329,0.793727E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,62.7146
291,1,45,19.3902,0.565788,0.208507E-01,37.5312,100.306,75.0496,1.35400,0.00000,0.00000,0.00000,9.19913,0.00000,0.00000,7.05884,0.00000,0.00000,0.00000,6.27445,3.91101,14.0545,2.94459,27.3001,2.55627,4.19153,11.9167,10.8886,0.937626E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,64.2991
291,1,50,20.1467,0.730187,0.188006E-01,33.8410,95.3553,76.4640,1.39020,0.00000,0.00000,0.00000,6.95180,0.00000,0.00000,6.63230,0.00000,0.00000,0.00000,7.89497,4.44735,14.6489,2.61637,30.6726,2.57947,4.22957,12.0249,8.82679,0.109411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,49.9221
291,1,55,21.7435,0.875807,0.251291E-01,45.2323,86.8601,82.6967,1.52060,0.00000,0.00000,0.00000,5.56054,0.00000,0.00000,6.29372,0.00000,0.00000,0.00000,9.22108,4.97203,14.3766,2.44205,33.9731,2.49853,4.09685,11.6475,1.55252,0.134502,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.2558
291,1,60,23.0077,1.08407,0.299392E-01,53.8906,84.1391,83.8946,1.53834,0.00000,0.00000,0.00000,5.04780,0.00000,0.00000,5.91655,0.00000,0.00000,0.00000,11.4937,5.76888,15.4892,2.23897,35.2657,2.68492,4.40249,12.5165,2.47360,0.172365,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40.7345
291,1,65,23.4752,1.37284,0.191839E-01,34.5311,90.8114,83.2633,1.52168,0.00000,0.00000,0.00000,4.08631,0.00000,0.00000,4.89146,0.00000,0.00000,0.00000,13.2347,6.12449,17.0718,1.91226,34.3433,2.82487,4.63195,13.1689,3.96333,0.200305,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,51.4786
291,1,70,24.1095,1.65573,0.294270E-01,52.9685,88.2226,84.4873,1.53635,0.00000,0.00000,0.00000,3.38227,0.00000,0.00000,4.11805,0.00000,0.00000,0.00000,14.4453,6.51340,16.2393,1.61084,33.3204,2.77507,4.55029,12.9367,5.10720,0.223056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.0453
291,1,75,24.6767,1.75303,0.376414E-01,67.7545,87.6054,85.7753,1.55170,0.00000,0.00000,0.00000,2.79671,0.00000,0.00000,3.21151,0.00000,0.00000,0.00000,15.8475,6.53232,15.3008,1.56704,32.3148,2.61646,4.29022,12.1973,5.31964,0.263874,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.4742
291,1,80,25.7243,1.84171,0.322889E-01,58.1201,84.4187,88.7850,1.59783,0.00000,0.00000,0.00000,2.31612,0.00000,0.00000,2.48101,0.00000,0.00000,0.00000,17.4929,6.60959,14.5300,1.71251,30.4715,2.58627,4.24073,12.0566,5.50795,0.315876,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39.6666
291,1,85,26.4651,2.06572,0.417698E-01,75.1856,80.9278,90.9845,1.62977,0.00000,0.00000,0.00000,1.88961,0.00000,0.00000,1.84912,0.00000,0.00000,0.00000,18.4378,6.76752,15.7402,1.83691,28.5194,2.79143,4.57713,13.0130,5.82700,0.346204,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.4389
291,1,90,27.9337,2.20922,0.524395E-01,94.3912,74.4407,92.3345,1.65101,0.00000,0.00000,0.00000,1.67005,0.00000,0.00000,1.60014,0.00000,0.00000,0.00000,21.0957,7.48657,17.9907,1.95196,26.4640,3.00506,4.92742,14.0089,6.02642,0.421962,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.5802
291,1,95,28.7259,1.71531,0.655873E-01,118.057,83.1538,93.8508,1.67272,0.00000,0.00000,0.00000,1.38178,0.00000,0.00000,1.32634,0.00000,0.00000,0.00000,22.7635,7.21818,19.4945,1.97606,24.3052,3.13931,5.14754,14.6347,6.00172,0.520089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.6597
291,1,100,30.0002,1.73554,0.783933E-01,141.108,79.4139,95.5028,1.69955,0.00000,0.00000,0.00000,1.20947,0.00000,0.00000,1.13947,0.00000,0.00000,0.00000,25.3169,7.31754,20.1314,1.97718,22.8780,3.17503,5.20612,14.8012,5.89392,0.656473,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19.3676
291,1,105,31.1067,1.54830,0.925284E-01,166.551,84.2577,97.2745,1.72809,0.00000,0.00000,0.00000,1.05241,0.00000,0.00000,0.961185,0.00000,0.00000,0.00000,27.4277,7.13662,22.4485,1.97385,21.7254,3.41686,5.60265,15.9286,5.28838,0.818662,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,23.3330
291,1,110,31.4097,1.74346,0.838094E-01,150.857,79.4629,98.7790,1.74822,0.00000,0.00000,0.00000,0.865840,0.00000,0.00000,0.759319,0.00000,0.00000,0.00000,28.1915,6.40040,22.2218,1.99469,20.6006,3.32570,5.45317,15.5036,4.92688,0.964013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.3465
291,1,115,32.6055,2.08966,0.101018,181.833,76.0994,100.516,1.77598,0.00000,0.00000,0.00000,0.765015,0.00000,0.00000,0.646078,0.00000,0.00000,0.00000,30.6505,6.20118,23.1676,1.98935,19.5148,3.39163,5.56128,15.8110,4.77084,1.14037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,17.6214
291,1,120,33.6663,2.06456,0.117437,211.387,72.6683,102.125,1.80159,0.00000,0.00000,0.00000,0.677185,0.00000,0.00000,0.557351,0.00000,0.00000,0.00000,32.6666,5.96527,25.0867,1.90678,18.8812,3.61635,5.92975,16.8586,4.59898,1.34582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,15.8751
291,1,125,34.6908,2.17734,0.146463,263.633,77.7143,103.618,1.82607,0.00000,0.00000,0.00000,0.611965,0.00000,0.00000,0.494131,0.00000,0.00000,0.00000,34.6544,5.64995,26.6311,1.87865,17.8269,3.78300,6.20300,17.6354,4.30806,1.60648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.3265
291,1,130,35.6322,2.17878,0.178536,321.365,80.0721,104.936,1.84808,0.00000,0.00000,0.00000,0.559950,0.00000,0.00000,0.437805,0.00000,0.00000,0.00000,36.4207,5.35338,27.5464,1.93000,16.9554,3.85970,6.32877,17.9930,4.03300,1.93507,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.1981
291,1,135,36.7724,2.21522,0.221746,399.142,77.8744,106.219,1.87025,0.00000,0.00000,0.00000,0.519624,0.00000,0.00000,0.399502,0.00000,0.00000,0.00000,38.5031,5.12311,29.1277,1.99963,16.4705,4.02865,6.60580,18.7806,3.72799,2.34952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,15.1751
291,1,140,37.6161,2.07010,0.277923,500.261,69.0534,107.522,1.89218,0.00000,0.00000,0.00000,0.474681,0.00000,0.00000,0.353722,0.00000,0.00000,0.00000,39.7420,4.81447,29.4343,2.05456,15.6916,4.05314,6.64595,18.8948,3.65979,2.86503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12.9630
291,1,145,38.5352,2.10672,0.348675,627.614,73.4377,108.653,1.91136,0.00000,0.00000,0.00000,0.437794,0.00000,0.00000,0.318276,0.00000,0.00000,0.00000,41.0481,4.51529,29.8654,1.99859,14.8424,4.07821,6.68706,19.0117,3.57709,3.52000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.8861
291,1,150,39.4778,2.15747,0.436227,785.209,72.3601,109.781,1.92993,0.00000,0.00000,0.00000,0.399820,0.00000,0.00000,0.284829,0.00000,0.00000,0.00000,42.2094,4.16372,30.2240,1.98147,14.0640,4.09673,6.71744,19.0980,3.51467,4.34545,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.1319
291,1,155,40.2352,2.11776,0.543543,978.376,81.2252,110.945,1.94860,0.00000,0.00000,0.00000,0.355943,0.00000,0.00000,0.246326,0.00000,0.00000,0.00000,42.5539,3.73471,30.7390,1.90594,13.1196,4.16824,6.83468,19.4313,3.43132,5.36850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.1351
291,1,160,40.8624,2.19073,0.698802,1257.84,78.1847,111.959,1.96431,0.00000,0.00000,0.00000,0.314323,0.00000,0.00000,0.212494,0.00000,0.00000,0.00000,42.2824,3.30084,30.0379,1.83807,12.3675,4.07065,6.67466,18.9764,3.36342,6.66494,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,18.2298
291,1,165,41.9215,2.20538,0.892127,1605.83,68.4319,113.055,1.98195,0.00000,0.00000,0.00000,0.280168,0.00000,0.00000,0.181334,0.00000,0.00000,0.00000,42.4591,2.96295,29.8083,1.80206,11.8498,4.02314,6.59677,18.7549,3.16794,8.34698,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.1601
291,1,170,43.1698,2.32716,1.14916,2068.49,63.8181,114.215,2.00062,0.00000,0.00000,0.00000,0.250318,0.00000,0.00000,0.153460,0.00000,0.00000,0.00000,42.3904,2.62942,29.2539,1.66362,11.3989,3.95234,6.48068,18.4249,3.05861,10.5090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.7661
291,1,175,44.5753,2.64599,1.46945,2645.02,64.7342,115.587,2.02230,0.00000,0.00000,0.00000,0.219197,0.00000,0.00000,0.124437,0.00000,0.00000,0.00000,41.7094,2.28433,28.3996,1.51565,10.4676,3.86360,6.33516,18.0112,2.94896,13.2850,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.3429
291,1,180,46.3179,3.24485,1.87607,3376.93,62.6115,116.825,2.04129,0.00000,0.00000,0.00000,0.190434,0.00000,0.00000,0.984749E-01,0.00000,0.00000,0.00000,40.7942,1.97611,27.3815,1.37222,9.52873,3.76692,6.17665,17.5605,2.81583,16.8382,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,14.0638
291,1,185,48.5698,4.07913,2.35813,4244.63,57.4627,118.298,2.06444,0.00000,0.00000,0.00000,0.164520,0.00000,0.00000,0.766895E-01,0.00000,0.00000,0.00000,39.6637,1.68569,26.1886,1.22781,8.83577,3.66366,6.00732,17.0791,2.56939,21.3570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.3132
291,1,190,51.4100,5.22181,2.90892,5236.06,53.2633,119.766,2.08711,0.00000,0.00000,0.00000,0.141537,0.00000,0.00000,0.599156E-01,0.00000,0.00000,0.00000,38.4177,1.40044,25.1023,1.10558,7.85524,3.55357,5.82681,16.5659,2.36810,27.0076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.4262
291,1,195,54.8773,6.62159,3.49351,6288.32,47.5971,121.406,2.11229,0.00000,0.00000,0.00000,0.120057,0.00000,0.00000,0.440909E-01,0.00000,0.00000,0.00000,36.8963,1.11144,23.8914,0.965346,7.30636,3.44602,5.65045,16.0645,2.15559,33.9046,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12.2498
291,1,200,59.0234,8.23266,4.04929,7288.72,38.7311,123.084,2.13786,0.00000,0.00000,0.00000,0.100814,0.00000,0.00000,0.344712E-01,0.00000,0.00000,0.00000,35.2546,0.834127,22.6829,0.816958,6.64740,3.33054,5.46110,15.5262,2.02108,42.0816,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.6579
