site,latitude,longitude,tmin_std_jan,tmin_std_feb,tmin_std_mar,tmin_std_apr,tmin_std_may,tmin_std_jun,tmin_std_jul,tmin_std_aug,tmin_std_sep,tmin_std_oct,tmin_std_nov,tmin_std_dec,tmax_std_jan,tmax_std_feb,tmax_std_mar,tmax_std_apr,tmax_std_may,tmax_std_jun,tmax_std_jul,tmax_std_aug,tmax_std_sep,tmax_std_oct,tmax_std_nov,tmax_std_dec,prcp_std_jan,prcp_std_feb,prcp_std_mar,prcp_std_apr,prcp_std_may,prcp_std_jun,prcp_std_jul,prcp_std_aug,prcp_std_sep,prcp_std_oct,prcp_std_nov,prcp_std_dec
test1,63.9198,-145.3782,5.40119461099176,4.57054148459081,3.56673098123101,2.09154981895275,1.21596017195669,0.807465169527454,0.735168768569211,1.20096735203134,1.21802766711166,2.19369085558847,3.44754548809339,4.59650872653564,5.26401866192724,4.25567805395624,3.35924018546693,2.18017460088007,1.81286323761049,1.36789611628451,1.14564157730763,1.67347426900812,1.79271524704546,2.5012985874653,3.62920353239797,4.45236918930242,5.47526205981558,5.50483658308324,4.93920023128554,3.57289677962427,13.4857152620479,21.7343689970269,22.8782189697058,18.2620706878068,18.0410523499178,7.7663459253537,7.56619533371674,9.38919534610458
test2,64.767452,-148.2795,5.42368560956457,4.75905249447422,3.74965518127929,2.42038386718226,1.22710429313753,0.873824863730209,0.797954373880925,1.23749660583873,1.26477504481172,2.47586630868765,3.43948608314222,4.77799616071716,5.33810807772401,4.4032514867895,3.47720070332197,2.47453264839181,2.0605980967013,1.49356325034988,1.35331532378504,1.82501141548941,2.02245459297487,2.7098823527215,3.65225221425891,4.5726254193632,7.83142278233648,8.85377023147924,7.58918302090094,6.05245884451238,10.1336233687978,19.6941124328092,26.3220746314424,33.256125638341,24.8124578491557,11.5143669023221,13.7567969515288,17.2510245916689
